Chemical,Plant Part,Compound_ID,SMILES,InChIKey,Molecular_Weight,LogP,HBD,HBA,Rotatable_Bonds,TPSA,Bioactivity_Label,Standard_SMILES,Mol,MolWt,LogP,TPSA,HBD,HBA,Lipinski_OK,Has_Reactive
DIHYDROCARVONE,Seed,CID_24473,CC1CCC(CC1=O)C(=C)C,AZOCECCLWFDTAP-UHFFFAOYSA-N,152.23,2.7,0,1,1,17.1,Active,C=C(C)C1CCC(C)C(=O)C1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250C970>,152.23699999999997,2.567800000000001,17.07,0,1,TRUE,FALSE
DIHYDROEUDESMOL,Root,CID_44559303,C[C@H]1CCC[C@]2([C@@H]1C[C@@H](CC2)C(C)(C)O)C,YJHVMPKSUPGGPZ-KYEXWDHISA-N,224.38,4.5,1,1,1,20.2,Active,C[C@H]1CCC[C@]2(C)CC[C@@H](C(C)(C)O)C[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250C9E0>,224.388,3.999900000000004,20.23,1,1,TRUE,FALSE
ELEMOL,Root,CID_92138,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,GFJIQNADMLPFOW-VNHYZAJKSA-N,222.37,4.4,1,1,3,20.2,Active,C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250CB30>,222.37199999999996,3.942000000000003,20.23,1,1,TRUE,FALSE
ELEMOL,Root Essent. Oil,CID_92138,CC(=C)[C@@H]1C[C@@H](CC[C@@]1(C)C=C)C(C)(C)O,GFJIQNADMLPFOW-VNHYZAJKSA-N,222.37,4.4,1,1,3,20.2,Active,C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250CBA0>,222.37199999999996,3.942000000000003,20.23,1,1,TRUE,FALSE
ETHANOL,Root,CID_702,CCO,LFQSCWFLJHTTHZ-UHFFFAOYSA-N,46.07,-0.1,1,1,0,20.2,Active,CCO,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250CCF0>,46.069,-0.0014,20.23,1,1,TRUE,FALSE
FENCHONE,Root Essent. Oil,CID_14525,CC1(C2CCC(C2)(C1=O)C)C,LHXDLQBQYFFVNW-UHFFFAOYSA-N,152.23,2.3,0,1,0,17.1,Active,CC12CCC(C1)C(C)(C)C2=O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D1C0>,152.237,2.401700000000001,17.07,0,1,TRUE,FALSE
FENCHONE,Plant,CID_14525,CC1(C2CCC(C2)(C1=O)C)C,LHXDLQBQYFFVNW-UHFFFAOYSA-N,152.23,2.3,0,1,0,17.1,Active,CC12CCC(C1)C(C)(C)C2=O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D230>,152.237,2.401700000000001,17.07,0,1,TRUE,FALSE
FRUCTOSE,Plant,CID_2723872,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,LKDRXBCSQODPBY-VRPWFDPXSA-N,180.16,-2.8,5,6,1,110,Active,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D2A0>,180.156,-3.2198,110.38000000000001,5,6,TRUE,FALSE
FUMARIC-ACID,Plant,CID_444972,C(=C/C(=O)O)\C(=O)O,VZCYOOQTPOCHFL-OWOJBTEDSA-N,116.07,-0.3,2,4,2,74.6,Active,O=C(O)/C=C/C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D310>,116.07199999999999,-0.2882,74.6,2,2,TRUE,FALSE
GAMMA-CADINENE,Plant,CID_92313,CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,WRHGORWNJGOVQY-RBSFLKMASA-N,204.35,4.3,0,0,1,0,Active,C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D3F0>,204.35699999999994,4.581100000000004,0,0,0,TRUE,FALSE
GAMMA-CADINENE,Root,CID_92313,CC1=C[C@H]2[C@H](CC1)C(=C)CC[C@@H]2C(C)C,WRHGORWNJGOVQY-RBSFLKMASA-N,204.35,4.3,0,0,1,0,Active,C=C1CC[C@H](C(C)C)[C@H]2C=C(C)CC[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D460>,204.35699999999994,4.581100000000004,0,0,0,TRUE,FALSE
GAMMA-CARYOPHYLLENE,Root,CID_5281522,C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,NPNUFJAVOOONJE-FLFDDASRSA-N,204.35,4.4,0,0,0,0,Active,C=C1CC/C=C(/C)CC[C@@H]2[C@@H]1CC2(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D4D0>,204.35699999999997,4.7252000000000045,0,0,0,TRUE,FALSE
GAMMA-MUUROLENE,Root,CID_12313020,CC1=C[C@@H]2[C@H](CC1)C(=C)CC[C@H]2C(C)C,WRHGORWNJGOVQY-ZNMIVQPWSA-N,204.35,4.3,0,0,1,0,Active,C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D540>,204.35699999999994,4.581100000000004,0,0,0,TRUE,FALSE
GAMMA-MUUROLENE,Root Essent. Oil,CID_12313020,CC1=C[C@@H]2[C@H](CC1)C(=C)CC[C@H]2C(C)C,WRHGORWNJGOVQY-ZNMIVQPWSA-N,204.35,4.3,0,0,1,0,Active,C=C1CC[C@@H](C(C)C)[C@@H]2C=C(C)CC[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D5B0>,204.35699999999994,4.581100000000004,0,0,0,TRUE,FALSE
GAMMA-TERPINENE,Root Essent. Oil,CID_7461,CC1=CCC(=CC1)C(C)C,YKFLAYDHMOASIY-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CCC(C(C)C)=CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D620>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
GAMMA-TERPINENE,Root,CID_7461,CC1=CCC(=CC1)C(C)C,YKFLAYDHMOASIY-UHFFFAOYSA-N,136.23,2.8,0,0,1,0,Active,CC1=CCC(C(C)C)=CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D690>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
GAMMA-TERPINEOL,Root,CID_11467,CC(=C1CCC(CC1)(C)O)C,NNRLDGQZIVUQTE-UHFFFAOYSA-N,154.25,2.1,1,1,0,20.2,Active,CC(C)=C1CCC(C)(O)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D700>,154.25299999999996,2.647800000000001,20.23,1,1,TRUE,FALSE
GERMACRENE-D,Root Essent. Oil,CID_91723653,C/C/1=C/CCC(=C)/C=C\[C@@H](CC1)C(C)C,GAIBLDCXCZKKJE-ACWLMNNXSA-N,204.35,4.7,0,0,1,0,Active,C=C1/C=C\[C@H](C(C)C)CC/C(C)=C\CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D770>,204.35699999999994,4.891300000000005,0,0,0,TRUE,FALSE
GERMACRENE-D,Root,CID_91723653,C/C/1=C/CCC(=C)/C=C\[C@@H](CC1)C(C)C,GAIBLDCXCZKKJE-ACWLMNNXSA-N,204.35,4.7,0,0,1,0,Active,C=C1/C=C\[C@H](C(C)C)CC/C(C)=C\CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D7E0>,204.35699999999994,4.891300000000005,0,0,0,TRUE,FALSE
GERMANIUM,Root,CID_6326954,[Ge],GNPVGFCGXDBREM-UHFFFAOYSA-N,72.63,,0,0,0,0,Active,[Ge],<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D850>,72.61,-0.3808,0,0,0,TRUE,FALSE
GLUCOSE,Plant,CID_5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,WQZGKKKJIJFFOK-GASJEMHNSA-N,180.16,-2.6,5,6,1,110,Active,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D8C0>,180.156,-3.2214,110.38000000000001,5,6,TRUE,FALSE
GLUTAMINE,Leaf,CID_5961,C(CC(=O)N)[C@@H](C(=O)O)N,ZDXPYRJPNDTMRX-VKHMYHEASA-N,146.14,-3.1,3,4,4,106,Active,NC(=O)CC[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250D930>,146.14600000000002,-1.3362,106.41000000000001,3,3,TRUE,FALSE
HEPTYL-ISOVALERATE,Root,CID_91850,CCCCCCCOC(=O)CC(C)C,NPBMPHKEFVCCEY-UHFFFAOYSA-N,200.32,4.2,0,2,9,26.3,Active,CCCCCCCOC(=O)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DAF0>,200.32199999999997,3.5461000000000027,26.3,0,2,TRUE,FALSE
HEPTYL-ISOVALERATE,Root Essent. Oil,CID_91850,CCCCCCCOC(=O)CC(C)C,NPBMPHKEFVCCEY-UHFFFAOYSA-N,200.32,4.2,0,2,9,26.3,Active,CCCCCCCOC(=O)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DB60>,200.32199999999997,3.5461000000000027,26.3,0,2,TRUE,FALSE
HERACLENOL-2'-O-ISOVALERATE,Root,CID_183913,CC(C)CC(=O)O[C@H](COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C(C)(C)O,AEXJMQYVIPHZDJ-OAHLLOKOSA-N,388.4,3.1,1,7,8,95.2,Active,CC(C)CC(=O)O[C@H](COc1c2occc2cc2ccc(=O)oc12)C(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DBD0>,388.4160000000001,3.646800000000003,99.11000000000001,1,7,TRUE,FALSE
HERACLENOL-2'-O-SENECIOATE,Root,CID_183914,CC(=CC(=O)O[C@H](COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C(C)(C)O)C,YFMSPAAEUUQLDI-OAHLLOKOSA-N,386.4,3.3,1,7,7,95.2,Active,CC(C)=CC(=O)O[C@H](COc1c2occc2cc2ccc(=O)oc12)C(C)(C)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DC40>,386.40000000000015,3.5669000000000035,99.11000000000001,1,7,TRUE,FALSE
HEXYL-METHYL-PHTHALATE,Seed,CID_101393,CCCCCCOC(=O)C1=CC=CC=C1C(=O)OC,XXLNRTDEQNSKEZ-UHFFFAOYSA-N,264.32,4.6,0,4,9,52.6,Active,CCCCCCOC(=O)c1ccccc1C(=O)OC,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DD90>,264.321,3.210300000000002,52.60000000000001,0,4,TRUE,FALSE
IMPERATORIN,Plant,CID_10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,OLOOJGVNMBJLLR-UHFFFAOYSA-N,270.28,3.4,0,4,3,48.7,Active,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DE00>,270.28400000000005,3.8842000000000025,52.58,0,4,TRUE,FALSE
IMPERATORIN,Seed,CID_10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,OLOOJGVNMBJLLR-UHFFFAOYSA-N,270.28,3.4,0,4,3,48.7,Active,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DE70>,270.28400000000005,3.8842000000000025,52.58,0,4,TRUE,FALSE
IMPERATORIN,Fruit,CID_10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,OLOOJGVNMBJLLR-UHFFFAOYSA-N,270.28,3.4,0,4,3,48.7,Active,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DEE0>,270.28400000000005,3.8842000000000025,52.58,0,4,TRUE,FALSE
IMPERATORIN,Root,CID_10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,OLOOJGVNMBJLLR-UHFFFAOYSA-N,270.28,3.4,0,4,3,48.7,Active,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DF50>,270.28400000000005,3.8842000000000025,52.58,0,4,TRUE,FALSE
IMPERATORIN,Shoot,CID_10212,CC(=CCOC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2)C,OLOOJGVNMBJLLR-UHFFFAOYSA-N,270.28,3.4,0,4,3,48.7,Active,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250DFC0>,270.28400000000005,3.8842000000000025,52.58,0,4,TRUE,FALSE
ISOAMYL-ISOVALERATE,Root Essent. Oil,CID_12613,CC(C)CCOC(=O)CC(C)C,XINCECQTMHSORG-UHFFFAOYSA-N,172.26,3.1,0,2,6,26.3,Active,CC(C)CCOC(=O)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E0A0>,172.26799999999997,2.6218000000000012,26.3,0,2,TRUE,FALSE
ISOAMYL-ISOVALERATE,Root,CID_12613,CC(C)CCOC(=O)CC(C)C,XINCECQTMHSORG-UHFFFAOYSA-N,172.26,3.1,0,2,6,26.3,Active,CC(C)CCOC(=O)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E110>,172.26799999999997,2.6218000000000012,26.3,0,2,TRUE,FALSE
ISOBERGAPTEN,Fruit,CID_68082,COC1=C2C=CC(=O)OC2=C3C=COC3=C1,AJSPSRWWZBBIOR-UHFFFAOYSA-N,216.19,2,0,4,1,48.7,Active,COc1cc2occc2c2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E180>,216.19199999999998,2.5478000000000005,52.580000000000005,0,4,TRUE,FALSE
ISOBERGAPTEN,Root Essent. Oil,CID_68082,COC1=C2C=CC(=O)OC2=C3C=COC3=C1,AJSPSRWWZBBIOR-UHFFFAOYSA-N,216.19,2,0,4,1,48.7,Active,COc1cc2occc2c2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E1F0>,216.19199999999998,2.5478000000000005,52.580000000000005,0,4,TRUE,FALSE
ISOBERGAPTOL,Plant,CID_10198122,C1=CC(=O)OC2=C1C(=CC3=C2C=CO3)O,OOWBIFOFDYBTAE-UHFFFAOYSA-N,202.16,1.7,1,4,0,59.7,Active,O=c1ccc2c(O)cc3occc3c2o1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E260>,202.165,2.2448000000000006,63.58,1,4,TRUE,FALSE
ISOCOUMARIN,Plant,CID_68108,C1=CC=C2C(=C1)C=COC2=O,IQZZFVDIZRWADY-UHFFFAOYSA-N,146.14,1.9,0,2,0,26.3,Active,O=c1occc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E2D0>,146.14499999999998,1.793,30.21,0,2,TRUE,FALSE
ISOIMPERATORIN,Seed,CID_68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,IGWDEVSBEKYORK-UHFFFAOYSA-N,270.28,3.8,0,4,3,48.7,Active,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E340>,270.284,3.8842000000000025,52.580000000000005,0,4,TRUE,FALSE
ISOIMPERATORIN,Root,CID_68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,IGWDEVSBEKYORK-UHFFFAOYSA-N,270.28,3.8,0,4,3,48.7,Active,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E3B0>,270.284,3.8842000000000025,52.580000000000005,0,4,TRUE,FALSE
ISOIMPERATORIN,Shoot,CID_68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,IGWDEVSBEKYORK-UHFFFAOYSA-N,270.28,3.8,0,4,3,48.7,Active,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E420>,270.284,3.8842000000000025,52.580000000000005,0,4,TRUE,FALSE
ISOIMPERATORIN,Plant,CID_68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,IGWDEVSBEKYORK-UHFFFAOYSA-N,270.28,3.8,0,4,3,48.7,Active,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E490>,270.284,3.8842000000000025,52.580000000000005,0,4,TRUE,FALSE
ISOIMPERATORIN,Fruit,CID_68081,CC(=CCOC1=C2C=CC(=O)OC2=CC3=C1C=CO3)C,IGWDEVSBEKYORK-UHFFFAOYSA-N,270.28,3.8,0,4,3,48.7,Active,CC(C)=CCOc1c2ccoc2cc2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E500>,270.284,3.8842000000000025,52.580000000000005,0,4,TRUE,FALSE
ISOLEUCINE,Leaf,CID_6306,CC[C@H](C)[C@@H](C(=O)O)N,AGPKZVBTJJNPAG-WHFBIAKZSA-N,131.17,-1.7,2,3,3,63.3,Active,CC[C@H](C)[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E570>,131.175,0.44439999999999996,63.32000000000001,2,2,TRUE,FALSE
ISOPIMPINELLIN,Root Essent. Oil,CID_68079,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,DFMAXQKDIGCMTL-UHFFFAOYSA-N,246.21,1.9,0,5,2,57.9,Active,COc1c2ccoc2c(OC)c2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E5E0>,246.21799999999996,2.556400000000001,61.81,0,5,TRUE,FALSE
ISOPIMPINELLIN,Fruit,CID_68079,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,DFMAXQKDIGCMTL-UHFFFAOYSA-N,246.21,1.9,0,5,2,57.9,Active,COc1c2ccoc2c(OC)c2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E650>,246.21799999999996,2.556400000000001,61.81,0,5,TRUE,FALSE
ISOPIMPINELLIN,Root,CID_68079,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,DFMAXQKDIGCMTL-UHFFFAOYSA-N,246.21,1.9,0,5,2,57.9,Active,COc1c2ccoc2c(OC)c2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E6C0>,246.21799999999996,2.556400000000001,61.81,0,5,TRUE,FALSE
ISOPIMPINELLIN,Plant,CID_68079,COC1=C2C=COC2=C(C3=C1C=CC(=O)O3)OC,DFMAXQKDIGCMTL-UHFFFAOYSA-N,246.21,1.9,0,5,2,57.9,Active,COc1c2ccoc2c(OC)c2oc(=O)ccc12,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E730>,246.21799999999996,2.556400000000001,61.81,0,5,TRUE,FALSE
KVANNIN,Plant,CID_74477,CC(=C)C1=CC2=C(O1)C=CC3=C2OC(=O)C=C3,FQCPXIJRWHRHIP-UHFFFAOYSA-N,226.23,3.7,0,3,1,39.4,Active,C=C(C)c1cc2c(ccc3ccc(=O)oc32)o1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E7A0>,226.23099999999994,3.572300000000003,43.35,0,3,TRUE,FALSE
LAURIC-ACID,Fruit,CID_3893,CCCCCCCCCCCC(=O)O,POULHZVOKOAJMA-UHFFFAOYSA-N,200.32,4.2,1,2,10,37.3,Active,CCCCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E810>,200.32199999999997,3.991900000000002,37.3,1,1,TRUE,FALSE
LIGUSTILIDE,Plant,CID_5319022,CCC/C=C\1/C2=C(C=CCC2)C(=O)O1,IQVQXVFMNOFTMU-FLIBITNWSA-N,190.24,2.7,0,2,2,26.3,Active,CCC/C=C1\OC(=O)C2=C1CCC=C2,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E880>,190.24199999999996,2.873800000000001,26.3,0,2,TRUE,FALSE
LIGUSTILIDE,Root,CID_5319022,CCC/C=C\1/C2=C(C=CCC2)C(=O)O1,IQVQXVFMNOFTMU-FLIBITNWSA-N,190.24,2.7,0,2,2,26.3,Active,CCC/C=C1\OC(=O)C2=C1CCC=C2,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E8F0>,190.24199999999996,2.873800000000001,26.3,0,2,TRUE,FALSE
LIMONENE,Root,CID_22311,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,136.23,3.4,0,0,1,0,Active,C=C(C)C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E960>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
LIMONENE,Root Essent. Oil,CID_22311,CC1=CCC(CC1)C(=C)C,XMGQYMWWDOXHJM-UHFFFAOYSA-N,136.23,3.4,0,0,1,0,Active,C=C(C)C1CC=C(C)CC1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250E9D0>,136.23799999999997,3.308900000000002,0,0,0,TRUE,FALSE
LINALOL,Root,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EAB0>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
LINALOOL,Root,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EB20>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
LINALOOL,Root Essent. Oil,CID_6549,CC(=CCCC(C)(C=C)O)C,CDOSHBSSFJOMGT-UHFFFAOYSA-N,154.25,2.7,1,1,4,20.2,Active,C=CC(C)(O)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EB90>,154.253,2.6698000000000013,20.23,1,1,TRUE,FALSE
M-CYMEN-8-OL,Root,CID_255195,CC1=CC(=CC=C1)C(C)(C)O,NARIBLVZTLPQJB-UHFFFAOYSA-N,150.22,2,1,1,1,20.2,Active,Cc1cccc(C(C)(C)O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EDC0>,150.221,2.2224200000000005,20.23,1,1,TRUE,FALSE
MALIC-ACID,Root,CID_222656,C([C@@H](C(=O)O)O)C(=O)O,BJEPYKJPYRNKOW-REOHCLBHSA-N,134.09,-1.3,3,5,3,94.8,Active,O=C(O)C[C@H](O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EE30>,134.087,-1.0934,94.83,3,3,TRUE,FALSE
MALIC-ACID,Plant,CID_222656,C([C@@H](C(=O)O)O)C(=O)O,BJEPYKJPYRNKOW-REOHCLBHSA-N,134.09,-1.3,3,5,3,94.8,Active,O=C(O)C[C@H](O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EEA0>,134.087,-1.0934,94.83,3,3,TRUE,FALSE
MALONIC-ACID,Root,CID_867,C(C(=O)O)C(=O)O,OFOBLEOULBTSOW-UHFFFAOYSA-N,104.06,-0.8,2,4,2,74.6,Active,O=C(O)CC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EF10>,104.06099999999999,-0.4543,74.6,2,2,TRUE,FALSE
MARMESIN,Plant,CID_334704,CC(C)([C@@H]1CC2=C(O1)C=C3C(=C2)C=CC(=O)O3)O,FWYSBEAFFPBAQU-LBPRGKRZSA-N,246.26,1.9,1,4,1,55.8,Active,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EF80>,246.26199999999997,1.8673999999999997,59.67,1,4,TRUE,FALSE
METHANOL,Root,CID_887,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N,32.042,-0.5,1,1,0,20.2,Active,CO,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250EFF0>,32.042,-0.3915,20.23,1,1,TRUE,FALSE
MYRCENE,Fruit,CID_31253,CC(=CCCC(=C)C=C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,136.23,4.3,0,0,4,0,Active,C=CC(=C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F060>,136.238,3.4750000000000023,0,0,0,TRUE,FALSE
MYRCENE,Seed Essent. Oil,CID_31253,CC(=CCCC(=C)C=C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,136.23,4.3,0,0,4,0,Active,C=CC(=C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F0D0>,136.238,3.4750000000000023,0,0,0,TRUE,FALSE
MYRCENE,Root Essent. Oil,CID_31253,CC(=CCCC(=C)C=C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,136.23,4.3,0,0,4,0,Active,C=CC(=C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F140>,136.238,3.4750000000000023,0,0,0,TRUE,FALSE
MYRCENE,Root,CID_31253,CC(=CCCC(=C)C=C)C,UAHWPYUMFXYFJY-UHFFFAOYSA-N,136.23,4.3,0,0,4,0,Active,C=CC(=C)CCC=C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F1B0>,136.238,3.4750000000000023,0,0,0,TRUE,FALSE
MYRISTIC-ACID,Fruit,CID_11005,CCCCCCCCCCCCCC(=O)O,TUNFSRHWOTWDNC-UHFFFAOYSA-N,228.37,5.3,1,2,12,37.3,Active,CCCCCCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F220>,228.37599999999995,4.772100000000004,37.3,1,1,TRUE,FALSE
NONAN-2-ONE,Root Essent. Oil,CID_13187,CCCCCCCC(=O)C,VKCYHJWLYTUGCC-UHFFFAOYSA-N,142.24,3.1,0,1,6,17.1,Active,CCCCCCCC(C)=O,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F300>,142.242,2.935900000000002,17.07,0,1,TRUE,FALSE
O-CYMENE,Root Essent. Oil,CID_10703,CC1=CC=CC=C1C(C)C,WWRCMNKATXZARA-UHFFFAOYSA-N,134.22,3.4,0,0,1,0,Active,Cc1ccccc1C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F3E0>,134.22199999999998,3.118420000000002,0,0,0,TRUE,FALSE
O-CYMENE,Plant,CID_10703,CC1=CC=CC=C1C(C)C,WWRCMNKATXZARA-UHFFFAOYSA-N,134.22,3.4,0,0,1,0,Active,Cc1ccccc1C(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F450>,134.22199999999998,3.118420000000002,0,0,0,TRUE,FALSE
OCTYL-ISOVALERATE,Root Essent. Oil,CID_228769,CCCCCCCCOC(=O)CC(C)C,FUBGRVHGQADOJI-UHFFFAOYSA-N,214.34,4.7,0,2,10,26.3,Active,CCCCCCCCOC(=O)CC(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A0E250F680>,214.349,3.936200000000003,26.3,0,2,TRUE,FALSE
