Chemical,Plant Part,Compound_ID,SMILES,InChIKey,Molecular_Weight,LogP,HBD,HBA,Rotatable_Bonds,TPSA,Bioactivity_Label,Standard_SMILES,Mol,MolWt,LogP,TPSA,HBD,HBA,Lipinski_OK,Has_Reactive
CINNAMIC-ACID,Plant,CID_444539,C1=CC=C(C=C1)/C=C/C(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,148.16,2.1,1,2,2,37.3,Active,O=C(O)/C=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8510>,148.161,1.7844,37.3,1,1,TRUE,FALSE
CINNAMIC-ACID,Ay,CID_444539,C1=CC=C(C=C1)/C=C/C(=O)O,WBYWAXJHAXSJNI-VOTSOKGWSA-N,148.16,2.1,1,2,2,37.3,Active,O=C(O)/C=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8580>,148.161,1.7844,37.3,1,1,TRUE,FALSE
CINNAMYL-BENZOATE,Essential Oil,CID_5705112,C1=CC=C(C=C1)/C=C/COC(=O)C2=CC=CC=C2,UARVBDPGNUHYQT-JXMROGBWSA-N,238.28,4.6,0,2,5,26.3,Active,O=C(OC/C=C/c1ccccc1)c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A85F0>,238.286,3.5568000000000026,26.3,0,2,TRUE,FALSE
CINNAMYL-CINNAMATE,Plant,CID_1550890,C1=CC=C(C=C1)/C=C/COC(=O)/C=C/C2=CC=CC=C2,NQBWNECTZUOWID-MZXMXVKLSA-N,264.3,4.4,0,2,6,26.3,Active,O=C(/C=C/c1ccccc1)OC/C=C/c1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8660>,264.324,3.956400000000003,26.3,0,2,TRUE,FALSE
CONIFERYL-BENZOATE,"Resin, Exudate, Sap",CID_6441293,COC1=C(C=CC(=C1)/C=C/COC(=O)C2=CC=CC=C2)O,LAAPRQODJPXAHC-AATRIKPKSA-N,284.31,3.5,1,4,6,55.8,Active,COc1cc(/C=C/COC(=O)c2ccccc2)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A86D0>,284.31100000000004,3.271000000000002,55.760000000000005,1,4,TRUE,FALSE
RESIN,Gum,CID_133110026,C[C@H]1CC[C@H]2[C@H](C2(C)C)C3=C(CCC13)C,SPCXZDDGSGTVAW-GXWLMAPZSA-N,204.35,4.1,0,0,0,0,Active,CC1=C2C(CC1)[C@@H](C)CC[C@H]1[C@@H]2C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8740>,204.357,4.415000000000004,0,0,0,TRUE,FALSE
SWEETININE,Plant,CID_56842222,C1CCN[C@H](C1)[C@]23C[C@H](C=C4[C@H]2NCCC4)[C@@H]5CCCCN5C3,BVSPPBKONISENN-CENDIDJXSA-N,315.5,1.9,2,3,1,27.3,Active,C1=C2CCCN[C@H]2[C@]2([C@H]3CCCCN3)C[C@H]1[C@@H]1CCCCN1C2,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8900>,315.5050000000001,2.6813000000000002,27.299999999999997,2,3,TRUE,FALSE
"1,3,7,8-TETRAHYDROXYXANTHONE",Plant,CID_5281658,C1=CC2=C(C(=C1O)O)C(=O)C3=C(C=C(C=C3O2)O)O,RVOUOPDWADMVBA-UHFFFAOYSA-N,260.2,2.1,4,6,0,107,Active,O=c1c2c(O)cc(O)cc2oc2ccc(O)c(O)c12,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8970>,260.20099999999996,1.7686000000000002,111.13000000000001,4,6,TRUE,FALSE
"1,8-DIHYDROXY-3,7-DIMETHOXYXANTHONE",Plant,CID_5281653,COC1=C(C2=C(C=C1)OC3=CC(=CC(=C3C2=O)O)OC)O,PUECEVJMPDNNHT-UHFFFAOYSA-N,288.25,2.7,2,6,2,85.2,Active,COc1cc(O)c2c(=O)c3c(O)c(OC)ccc3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A89E0>,288.255,2.3746,89.13000000000001,2,6,TRUE,FALSE
"1-HYDROXY-3,5,8-TRIMETHOXYXANTHONE",Plant,CID_5378285,COC1=C2C(=C(C=C1)OC)OC3=CC(=CC(=C3C2=O)O)OC,WSRRHFFQNVXIKF-UHFFFAOYSA-N,302.28,3.1,1,6,3,74.2,Active,COc1cc(O)c2c(=O)c3c(OC)ccc(OC)c3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8A50>,302.28200000000004,2.677600000000001,78.13000000000001,1,6,TRUE,FALSE
DECUSSATIN,Plant,CID_5378284,COC1=C(C2=C(C=C1)OC3=CC(=CC(=C3C2=O)O)OC)OC,VYRIGRQQKUZPEX-UHFFFAOYSA-N,302.28,3.1,1,6,3,74.2,Active,COc1cc(O)c2c(=O)c3c(OC)c(OC)ccc3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8B30>,302.28200000000004,2.677600000000001,78.13000000000001,1,6,TRUE,FALSE
GENTIANINE,Plant,CID_354616,C=CC1=CN=CC2=C1CCOC2=O,DFNZYFAJQPLJFI-UHFFFAOYSA-N,175.18,1.5,0,3,1,39.2,Active,C=Cc1cncc2c1CCOC2=O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8C10>,175.18699999999995,1.4375,39.19,0,3,TRUE,FALSE
GENTIOPICRIN,Plant,CID_88708,C=C[C@H]1[C@@H](OC=C2C1=CCOC2=O)O[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O,DUAGQYUORDTXOR-GPQRQXLASA-N,356.32,-1.2,4,9,4,135,Active,C=C[C@@H]1C2=CCOC(=O)C2=CO[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8C80>,356.327,-1.6715,134.91000000000003,4,9,TRUE,FALSE
ISOBELLIDIFOLIN,Plant,CID_5322042,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C(C=C3O2)O)O,QNJCJDZKEAVOBJ-UHFFFAOYSA-N,274.22,2.4,3,6,1,96.2,Active,COc1ccc(O)c2c(=O)c3c(O)cc(O)cc3oc12,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8CF0>,274.228,2.0716,100.13000000000001,3,6,TRUE,FALSE
RESIN,Plant,CID_133110026,C[C@H]1CC[C@H]2[C@H](C2(C)C)C3=C(CCC13)C,SPCXZDDGSGTVAW-GXWLMAPZSA-N,204.35,4.1,0,0,0,0,Active,CC1=C2C(CC1)[C@@H](C)CC[C@H]1[C@@H]2C1(C)C,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A8F20>,204.357,4.415000000000004,0,0,0,TRUE,FALSE
SWERCHIRIN,Plant,CID_5281660,COC1=C2C(=C(C=C1)O)C(=O)C3=C(C=C(C=C3O2)OC)O,GNSHHHWDGOHNPC-UHFFFAOYSA-N,288.25,2.7,2,6,2,85.2,Active,COc1cc(O)c2c(=O)c3c(O)ccc(OC)c3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9000>,288.255,2.3746,89.13000000000001,2,6,TRUE,FALSE
SWERTIANIN,Plant,CID_5281661,COC1=CC(=C2C(=C1)OC3=C(C2=O)C(=C(C=C3)O)O)O,BDBVOZGRVBXANN-UHFFFAOYSA-N,274.22,2.4,3,6,1,96.2,Active,COc1cc(O)c2c(=O)c3c(O)c(O)ccc3oc2c1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9070>,274.228,2.0716,100.13000000000001,3,6,TRUE,FALSE
SWERTININ,Plant,CID_5491517,COC1=C(C2=C(C=C1)OC3=CC(=CC(=C3C2=O)O)O)OC,BEPQKAFKFDCXTR-UHFFFAOYSA-N,288.25,2.7,2,6,2,85.2,Active,COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1OC,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A90E0>,288.25500000000005,2.3746,89.13000000000001,2,6,TRUE,FALSE
ALUMINUM,Stem,CID_5359268,[Al],XAGFODPZIPBFFR-UHFFFAOYSA-N,26.981538,,0,0,0,0,Active,[Al],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9150>,26.982,-0.3808,0,0,0,TRUE,FALSE
BARIUM,Stem,CID_5355457,[Ba],DSAJWYNOEDNPEQ-UHFFFAOYSA-N,137.33,,0,0,0,0,Active,[Ba],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A91C0>,137.328,-0.3808,0,0,0,TRUE,FALSE
BORON,Stem,CID_5462311,[B],ZOXJGFHDIHLPTG-UHFFFAOYSA-N,10.81,,0,0,0,0,Active,[B],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9230>,10.812,-0.3808,0,0,0,TRUE,FALSE
CADMIUM,Stem,CID_23973,[Cd],BDOSMKKIYDKNTQ-UHFFFAOYSA-N,112.41,,0,0,0,0,Active,[Cd],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A92A0>,112.412,-0.0025,0,0,0,TRUE,FALSE
CALCIUM,Stem,CID_5460341,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,40.08,,0,0,0,0,Active,[Ca],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9310>,40.078,-0.3808,0,0,0,TRUE,FALSE
CHROMIUM,Stem,CID_23976,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,51.996,,0,0,0,0,Active,[Cr],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9380>,51.996,-0.0025,0,0,0,TRUE,FALSE
COBALT,Stem,CID_104730,[Co],GUTLYIVDDKVIGB-UHFFFAOYSA-N,58.93319,,0,0,0,0,Active,[Co],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A93F0>,58.933,-0.0025,0,0,0,TRUE,FALSE
COPPER,Stem,CID_23978,[Cu],RYGMFSIKBFXOCR-UHFFFAOYSA-N,63.55,,0,0,0,0,Active,[Cu],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9460>,63.546,-0.0025,0,0,0,TRUE,FALSE
FLUORINE,Stem,CID_24524,FF,PXGOKWXKJXAPGV-UHFFFAOYSA-N,37.99680632,1.1,0,2,0,0,Active,FF,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A94D0>,37.996,0.8404,0,0,0,TRUE,FALSE
IODINE,Stem,CID_807,II,PNDPGZBMCMUPRI-UHFFFAOYSA-N,253.8089,1.7,0,0,0,0,Active,II,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9540>,253.808,1.7714,0,0,0,TRUE,FALSE
IRON,Stem,CID_23925,[Fe],XEEYBQQBJWHFJM-UHFFFAOYSA-N,55.84,,0,0,0,0,Active,[Fe],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A95B0>,55.845,-0.0025,0,0,0,TRUE,FALSE
LEAD,Stem,CID_5352425,[Pb],WABPQHHGFIMREM-UHFFFAOYSA-N,207,,0,0,0,0,Active,[Pb],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9620>,207.2,-0.3808,0,0,0,TRUE,FALSE
LITHIUM,Stem,CID_3028194,[Li],WHXSMMKQMYFTQS-UHFFFAOYSA-N,7,,0,0,0,0,Active,[Li],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9690>,6.941,-0.3808,0,0,0,TRUE,FALSE
MAGNESIUM,Stem,CID_5462224,[Mg],FYYHWMGAXLPEAU-UHFFFAOYSA-N,24.305,,0,0,0,0,Active,[Mg],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9700>,24.305,-0.3808,0,0,0,TRUE,FALSE
MANGANESE,Stem,CID_23930,[Mn],PWHULOQIROXLJO-UHFFFAOYSA-N,54.93804,,0,0,0,0,Active,[Mn],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9770>,54.938,-0.0025,0,0,0,TRUE,FALSE
MERCURY,Stem,CID_23931,[Hg],QSHDDOUJBYECFT-UHFFFAOYSA-N,200.59,,0,0,0,0,Active,[Hg],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A97E0>,200.59,-0.0025,0,0,0,TRUE,FALSE
NICKEL,Stem,CID_935,[Ni],PXHVJJICTQNCMI-UHFFFAOYSA-N,58.693,,0,0,0,0,Active,[Ni],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9850>,58.693,-0.0025,0,0,0,TRUE,FALSE
PHOSPHORUS,Stem,CID_5462309,[P],OAICVXFJPJFONN-UHFFFAOYSA-N,30.973762,,0,0,0,0,Active,[P],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A98C0>,30.974,0.8612,0,0,0,TRUE,FALSE
POTASSIUM,Stem,CID_5462222,[K],ZLMJMSJWJFRBEC-UHFFFAOYSA-N,39.0983,,0,0,0,0,Active,[K],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9930>,39.098,-0.3808,0,0,0,TRUE,FALSE
SELENIUM,Stem,CID_6326970,[Se],BUGBHKTXTAQXES-UHFFFAOYSA-N,78.97,,0,0,0,0,Active,[Se],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A99A0>,78.96,-0.3808,0,0,0,TRUE,FALSE
SODIUM,Stem,CID_5360545,[Na],KEAYESYHFKHZAL-UHFFFAOYSA-N,22.9897693,,0,0,0,0,Active,[Na],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9A10>,22.99,-0.3808,0,0,0,TRUE,FALSE
STRONTIUM,Stem,CID_5359327,[Sr],CIOAGBVUUVVLOB-UHFFFAOYSA-N,87.62,,0,0,0,0,Active,[Sr],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9A80>,87.62,-0.3808,0,0,0,TRUE,FALSE
TIN,Stem,CID_5352426,[Sn],ATJFFYVFTNAWJD-UHFFFAOYSA-N,118.71,,0,0,0,0,Active,[Sn],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9AF0>,118.711,-0.3808,0,0,0,TRUE,FALSE
TITANIUM,Stem,CID_23963,[Ti],RTAQQCXQSZGOHL-UHFFFAOYSA-N,47.867,,0,0,0,0,Active,[Ti],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9B60>,47.867,-0.0025,0,0,0,TRUE,FALSE
VANADIUM,Stem,CID_23990,[V],LEONUFNNVUYDNQ-UHFFFAOYSA-N,50.9415,,0,0,0,0,Active,[V],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9BD0>,50.944,-0.0025,0,0,0,TRUE,FALSE
YTTERBIUM,Stem,CID_23992,[Yb],NAWDYIZEMPQZHO-UHFFFAOYSA-N,173.05,,0,0,0,0,Active,[Yb],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9C40>,173.04,0,0,0,0,TRUE,FALSE
YTTRIUM,Stem,CID_23993,[Y],VWQVUPCCIRVNHF-UHFFFAOYSA-N,88.90584,,0,0,0,0,Active,[Y],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9CB0>,88.906,-0.0025,0,0,0,TRUE,FALSE
ZINC,Stem,CID_23994,[Zn],HCHKCACWOHOZIP-UHFFFAOYSA-N,65.4,,0,0,0,0,Active,[Zn],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9D20>,65.39,-0.0025,0,0,0,TRUE,FALSE
ZIRCONIUM,Stem,CID_23995,[Zr],QCWXUUIWCKQGHC-UHFFFAOYSA-N,91.22,,0,0,0,0,Active,[Zr],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9D90>,91.224,-0.0025,0,0,0,TRUE,FALSE
ALLANTOIN,Leaf,CID_204,C1(C(=O)NC(=O)N1)NC(=O)N,POJWUDADGALRAB-UHFFFAOYSA-N,158.12,-2.2,4,3,1,113,Active,NC(=O)NC1NC(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9E00>,158.117,-2.1798,113.32,4,3,TRUE,FALSE
ALLANTOIN,Root,CID_204,C1(C(=O)NC(=O)N1)NC(=O)N,POJWUDADGALRAB-UHFFFAOYSA-N,158.12,-2.2,4,3,1,113,Active,NC(=O)NC1NC(=O)NC1=O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9E70>,158.117,-2.1798,113.32,4,3,TRUE,FALSE
ALUMINUM,Leaf,CID_5359268,[Al],XAGFODPZIPBFFR-UHFFFAOYSA-N,26.981538,,0,0,0,0,Active,[Al],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9EE0>,26.982,-0.3808,0,0,0,TRUE,FALSE
ALUMINUM,Root,CID_5359268,[Al],XAGFODPZIPBFFR-UHFFFAOYSA-N,26.981538,,0,0,0,0,Active,[Al],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9F50>,26.982,-0.3808,0,0,0,TRUE,FALSE
ASCORBIC-ACID,Leaf,CID_9888239,C([C@@H]([C@@H]1C(C(=O)C(=O)O1)O)O)O,KRGQEOSDQHTZMX-IGCYCDGOSA-N,176.12,-1.5,3,6,2,104,Active,O=C1O[C@H]([C@@H](O)CO)C(O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19A9FC0>,176.124,-2.805,104.06,3,6,TRUE,FALSE
ASCORBIC-ACID,Root,CID_9888239,C([C@@H]([C@@H]1C(C(=O)C(=O)O1)O)O)O,KRGQEOSDQHTZMX-IGCYCDGOSA-N,176.12,-1.5,3,6,2,104,Active,O=C1O[C@H]([C@@H](O)CO)C(O)C1=O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA030>,176.124,-2.805,104.06,3,6,TRUE,FALSE
ASPARAGINE,Root,CID_6267,C([C@@H](C(=O)O)N)C(=O)N,DCXYFEDJOCDNAF-REOHCLBHSA-N,132.12,-3.4,3,4,3,106,Active,NC(=O)C[C@H](N)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA0A0>,132.119,-1.7263,106.41000000000001,3,3,TRUE,FALSE
BORNESITOL,Root,CID_440078,COC1[C@@H]([C@H](C([C@H]([C@H]1O)O)O)O)O,DSCFFEYYQKSRSV-DQUUFWEPSA-N,194.18,-3.2,5,6,1,110,Active,COC1[C@H](O)[C@H](O)C(O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA1F0>,194.18300000000002,-3.1805,110.38000000000001,5,6,TRUE,FALSE
CAFFEIC-ACID,Root,CID_689043,C1=CC(=C(C=C1/C=C/C(=O)O)O)O,QAIPRVGONGVQAS-DUXPYHPUSA-N,180.16,1.2,3,4,2,77.8,Active,O=C(O)/C=C/c1ccc(O)c(O)c1,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA260>,180.159,1.1956,77.76,3,3,TRUE,FALSE
CALCIUM,Root,CID_5460341,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,40.08,,0,0,0,0,Active,[Ca],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA2D0>,40.078,-0.3808,0,0,0,TRUE,FALSE
CALCIUM,Leaf,CID_5460341,[Ca],OYPRJOBELJOOCE-UHFFFAOYSA-N,40.08,,0,0,0,0,Active,[Ca],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA340>,40.078,-0.3808,0,0,0,TRUE,FALSE
CHOLINE,Root,CID_305,C[N+](C)(C)CCO,OEYIOHPDSNJKLS-UHFFFAOYSA-N,104.17,-0.4,1,1,2,20.2,Active,C[N+](C)(C)CCO,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA420>,104.17299999999999,-0.3151,20.23,1,1,TRUE,FALSE
CHROMIUM,Leaf,CID_23976,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,51.996,,0,0,0,0,Active,[Cr],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA490>,51.996,-0.0025,0,0,0,TRUE,FALSE
CHROMIUM,Root,CID_23976,[Cr],VYZAMTAEIAYCRO-UHFFFAOYSA-N,51.996,,0,0,0,0,Active,[Cr],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA500>,51.996,-0.0025,0,0,0,TRUE,FALSE
COBALT,Leaf,CID_104730,[Co],GUTLYIVDDKVIGB-UHFFFAOYSA-N,58.93319,,0,0,0,0,Active,[Co],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA570>,58.933,-0.0025,0,0,0,TRUE,FALSE
COBALT,Root,CID_104730,[Co],GUTLYIVDDKVIGB-UHFFFAOYSA-N,58.93319,,0,0,0,0,Active,[Co],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA5E0>,58.933,-0.0025,0,0,0,TRUE,FALSE
CONSOLIDINE,Root,CID_101712484,CCN1C[C@@]2(CC[C@@H]([C@@]34[C@@H]2[C@H]([C@@]([C@H]31)([C@]5(C[C@@H]([C@H]6C[C@@H]4[C@@H]5[C@H]6OC)OC)OC)O)O)O)COC,PABNTGUVPKRNRM-JOPURWDVSA-N,467.6,-0.6,3,8,6,101,Active,CCN1C[C@]2(COC)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](OC)[C@@H]5[C@](OC)(C[C@@H]6OC)[C@@](O)([C@H](O)[C@H]23)[C@@H]14,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA650>,467.60300000000024,0.2710000000000029,100.85000000000002,3,8,TRUE,FALSE
D-MANNOSE,Root,CID_18950,C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O,WQZGKKKJIJFFOK-QTVWNMPRSA-N,180.16,-2.6,5,6,1,110,Active,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA6C0>,180.156,-3.2214,110.38000000000001,5,6,TRUE,FALSE
ECHIMIDINE,Root,CID_5281729,C/C=C(/C)\C(=O)O[C@@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)O)(C(C)(C)O)O,HRSGCYGUWHGOPY-LYHHMGRNSA-N,397.5,-0.1,3,8,9,117,Active,C/C=C(/C)C(=O)O[C@@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)O)C(C)(C)O)[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA730>,397.4680000000001,0.3047000000000005,116.53,3,8,TRUE,FALSE
ECHINATINE,Root,CID_12310804,C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@H](CC2)O)O)O,SFVVQRJOGUKCEG-DNVSUFBTSA-N,299.36,-0.4,3,6,6,90.2,Active,CC(C)[C@@](O)(C(=O)OCC1=CCN2CC[C@H](O)[C@@H]12)[C@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA7A0>,299.36699999999996,-0.3273,90.23,3,6,TRUE,FALSE
FRUCTOSE,Root,CID_2723872,C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,LKDRXBCSQODPBY-VRPWFDPXSA-N,180.16,-2.8,5,6,1,110,Active,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA8F0>,180.156,-3.2198,110.38000000000001,5,6,TRUE,FALSE
GABA,Root,CID_119,C(CC(=O)O)CN,BTCSSZJGUNDROE-UHFFFAOYSA-N,103.12,-3.2,2,3,3,63.3,Active,NCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA960>,103.12099999999998,-0.1901,63.32000000000001,2,2,TRUE,FALSE
GLUCOSE,Root,CID_5793,C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O,WQZGKKKJIJFFOK-GASJEMHNSA-N,180.16,-2.6,5,6,1,110,Active,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AA9D0>,180.156,-3.2214,110.38000000000001,5,6,TRUE,FALSE
HELIOSUPINE-N-OXIDE,Root,CID_73813839,CC=C(C)C(=O)OC1CC[N+]2(C1C(=CC2)COC(=O)C(C(C)O)(C(C)(C)O)O)[O-],KDJGEXAPDZNXSD-UHFFFAOYSA-N,413.5,-0.6,3,8,9,131,Active,CC=C(C)C(=O)OC1CC[N+]2([O-])CC=C(COC(=O)C(O)(C(C)O)C(C)(C)O)C12,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAA40>,413.4670000000001,0.31730000000000047,136.35,3,8,TRUE,FALSE
HYPOXANTHINE,Root,CID_135398638,C1=NC2=C(N1)C(=O)NC=N2,FDGQSTZJBFJUBT-UHFFFAOYSA-N,136.11,-0.5,2,3,0,70.1,Active,O=c1[nH]cnc2nc[nH]c12,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAAB0>,136.114,-0.3538,74.43,2,3,TRUE,FALSE
IRON,Leaf,CID_23925,[Fe],XEEYBQQBJWHFJM-UHFFFAOYSA-N,55.84,,0,0,0,0,Active,[Fe],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAB20>,55.845,-0.0025,0,0,0,TRUE,FALSE
IRON,Root,CID_23925,[Fe],XEEYBQQBJWHFJM-UHFFFAOYSA-N,55.84,,0,0,0,0,Active,[Fe],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAB90>,55.845,-0.0025,0,0,0,TRUE,FALSE
L-ARABINOSE,Root,CID_439195,C1[C@@H]([C@@H]([C@H](C(O1)O)O)O)O,SRBFZHDQGSBBOR-HWQSCIPKSA-N,150.13,-2.5,4,5,0,90.2,Active,OC1OC[C@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAC00>,150.13,-2.5823,90.15,4,5,TRUE,FALSE
L-RHAMNOSE,Root,CID_25310,C[C@H]1[C@@H]([C@H]([C@H](C(O1)O)O)O)O,SHZGCJCMOBCMKK-JFNONXLTSA-N,164.16,-2.1,4,5,0,90.2,Active,C[C@@H]1OC(O)[C@H](O)[C@H](O)[C@H]1O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAC70>,164.15699999999998,-2.1938,90.15,4,5,TRUE,FALSE
LASIOCARPINE,Root,CID_5281735,C/C=C(/C)\C(=O)O[C@H]1CCN2[C@@H]1C(=CC2)COC(=O)[C@@]([C@H](C)OC)(C(C)(C)O)O,QHOZSLCIKHUPSU-LPLKQDONSA-N,411.5,0.5,2,8,10,106,Active,C/C=C(/C)C(=O)O[C@H]1CCN2CC=C(COC(=O)[C@@](O)([C@H](C)OC)C(C)(C)O)[C@H]12,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AACE0>,411.4950000000001,0.9588000000000008,105.53,2,8,TRUE,FALSE
LYCOPSAMINE,Root,CID_107938,C[C@@H]([C@@](C(C)C)(C(=O)OCC1=CCN2[C@H]1[C@@H](CC2)O)O)O,SFVVQRJOGUKCEG-ZGFBFQLVSA-N,299.36,-0.4,3,6,6,90.2,Active,CC(C)[C@@](O)(C(=O)OCC1=CCN2CC[C@@H](O)[C@@H]12)[C@H](C)O,<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AADC0>,299.36699999999996,-0.3273,90.23,3,6,TRUE,FALSE
MAGNESIUM,Leaf,CID_5462224,[Mg],FYYHWMGAXLPEAU-UHFFFAOYSA-N,24.305,,0,0,0,0,Active,[Mg],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAE30>,24.305,-0.3808,0,0,0,TRUE,FALSE
MAGNESIUM,Root,CID_5462224,[Mg],FYYHWMGAXLPEAU-UHFFFAOYSA-N,24.305,,0,0,0,0,Active,[Mg],<rdkit.Chem.rdchem.Mol object at 0x000001A9E19AAEA0>,24.305,-0.3808,0,0,0,TRUE,FALSE
